title,desc,source,cat
Trump blasts Birx after she warns coronavirus pandemic is 'extraordinarily widespread' - POLITICO,Trump blasts Birx after she warns coronavirus pandemic is 'extraordinarily widespread' POLITICOView Full Coverage on Google News,goo,pol
Judge rejects Trump restrictions on coronavirus sick leave for employees - Yahoo News,Judge rejects Trump restrictions on coronavirus sick leave for employees Yahoo NewsView Full Coverage on Google News,goo,pol
Travel Advisory: Expect delays on the U.S. 41 twin bridges for inspections - The Gleaner,Travel Advisory: Expect delays on the U.S. 41 twin bridges for inspections The Gleaner,goo,pol
President Trump takes disciplinary action against TVA leadership - WCYB,President Trump takes disciplinary action against TVA leadership WCYB,goo,pol
India’s Modi set to visit temple site despite minister having COVID-19 - Metro US,"India’s Modi set to visit temple site despite minister having COVID-19 Metro US2.7 Lakh Cases In 5 Days: Rahul Gandhi On PM's ""Better Position"" Remark NDTVRahul Gandhi mocks PM Modi after India records highest daily rise in coronavirus cases in the world Scroll.inRahul takes a dig at Modi over rising COVID-19 cases The HinduRahul takes dig at PM Modi as India reports over 50,000 Covid-19 cases for 5th consecutive day India TodayView Full Coverage on Google News",goo,pol
Trump takes disciplinary action against TVA leadership - Your Valley,Trump takes disciplinary action against TVA leadership Your Valley,goo,pol
Cabinet minister 'lobbied Boris Johnson to help Charlie Elphicke' - The Guardian,Cabinet minister 'lobbied Boris Johnson to help Charlie Elphicke' The GuardianLawmaker arrest spotlights UK Parliament’s sex abuse problem ABC NewsLawmaker arrest spotlights UK Parliament's sex abuse problem Taiwan NewsLawmaker arrest spotlights U.K. Parliament's sex abuse problem CTV NewsView Full Coverage on Google News,goo,pol
CNN's April Ryan 'cannot wait' to see 'armed forces' pull Trump out of the White House - Fox News,CNN's April Ryan 'cannot wait' to see 'armed forces' pull Trump out of the White House Fox NewsView Full Coverage on Google News,goo,pol
Kuwaiti PM Assures Cabinet on 91-Year-Old Emir's Health: Tweet - U.S. News & World Report,Kuwaiti PM Assures Cabinet on 91-Year-Old Emir's Health: Tweet U.S. News & World Report,goo,pol
Kuwaiti PM assures cabinet on 91-year-old emir's health: tweet - WNWN-FM,Kuwaiti PM assures cabinet on 91-year-old emir's health: tweet WNWN-FM,goo,pol
Lone Democrat in Florida's Cabinet Unveils Ads Aimed at Mask Wearing - NBC 6 South Florida,"Lone Democrat in Florida's Cabinet Unveils Ads Aimed at Mask Wearing NBC 6 South FloridaDueling COVID-19 campaigns reignite Nikki Fried, Ron DeSantis feud Florida PoliticsFlorida Commissioner of Agriculture and Consumer Services Nikki Fried to make annoucement 10 Tampa BayNikki Fried unveils new statewide initiative to combat COVID-19 Florida PoliticsFL Gov. Ron DeSantis Gives a COVID-19 Update | LIVE | NowThis NowThis NewsView Full Coverage on Google News",goo,pol
"As U.S. warns of Chinese influence, watchdog says Israel fails to vet foreign investment - Haaretz.com","As U.S. warns of Chinese influence, watchdog says Israel fails to vet foreign investment Haaretz.comGimme shelters: Comptroller says millions have nowhere to run from rockets The Times of IsraelDefense Ministry failed to see holes in US-Israel military aid – report The Jerusalem PostState comptroller: Millions of Israelis have no protection from missiles YnetnewsReport accuses IDF, Defense Ministry of flouting rules in picking new cannon The Times of IsraelView Full Coverage on Google News",goo,pol
"Trump fires Tennessee Valley Authority chair, cites high pay - KMPH Fox 26","Trump fires Tennessee Valley Authority chair, cites high pay KMPH Fox 26President Donald J. Trump Is Ensuring that Americans Are Not Displaced by Foreign Workers Using Federal Dollars Whitehouse.govTrump fires Tennessee Valley Authority chair over compensation, outsourcing NBC NewsTrump order aims to curb US agencies' use of foreign workers | TheHill The HillDonald Trump bans H-1b visa technology workers on federal government contracts Economic TimesView Full Coverage on Google News",goo,pol
Russian hackers stole US-UK trade talk papers from Liam Fox's email account - report - Sky News,Russian hackers stole US-UK trade talk papers from Liam Fox's email account - report Sky NewsView Full Coverage on Google News,goo,pol
NY prosecutors say Trump investigation extends beyond hush money payments,"Manhattan prosecutors on Monday asked a federal judge to dismiss President Donald Trump's lawsuit challenging a subpoena for his financial records, arguing that the claims have already been rejected by other courts, while emphasizing that their investigation extends beyond hush-money payments.",cnn,pol
Trump continues to lose ground in 2020 election as nation grapples with coronavirus,The national political landscape has clearly and significantly shifted in Joe Biden's favor since he emerged as the Democratic Party's presumptive nominee back in March just as the public health emergency was taking hold.,cnn,pol
"Fact-check: In repealing Obama-era rule, Trump makes false claims about low-income housing, crime and the suburbs","As his support among the white suburban voters who helped propel him to the presidency has cratered, President Donald Trump has increasingly aimed to stoke fear and racial division at a time when the country faces a national reckoning on race. In recent months, the President has called Black Lives Matter a ""symbol of hate,"" while also defending the Confederate flag.",cnn,pol
Fact checking Trump's claims that the US oil and gas industry is 'back' and 'expanding.' He's wrong.,"Last week, President Donald Trump visited Midland, Texas, a region deep in the heart of the West Texas oil patch. Ostensibly there for a fundraising event, Trump gave a speech in which he essentially claimed victory over the crash in oil prices that have throttled much of the US oil and gas industry this year.",cnn,pol
"US firearms purchases skyrocket during pandemic, according to FBI records","As the nation has grappled with a global pandemic and images of some rioters causing damage after hijacking peaceful protests demanding racial justice, more and more Americans appear to be arming themselves.",cnn,pol
"In accusations of being too ambitious, some Black women see a double standard",They hear a trope that very often is used to keep women -- and especially Black women -- in their place.,wp,pol
"With deaths rising and cases falling, mortality rate goes out of fashion as a White House talking point",July's favored metric will likely move to the back burner.,wp,pol
Trump attacks Dr. Birx after she said U.S. reached 'new phase' in coronavirus fight - CNBC,Trump attacks Dr. Birx after she said U.S. reached 'new phase' in coronavirus fight CNBCView Full Coverage on Google News,goo,pol
"President Trump and his Company Investigated for Possible Fraud, Filing Suggests - The New York Times","President Trump and his Company Investigated for Possible Fraud, Filing Suggests The New York TimesView Full Coverage on Google News",goo,pol
Kuwaiti PM assures cabinet on 91-year-old emir's health: tweet - KFGO News,Kuwaiti PM assures cabinet on 91-year-old emir's health: tweet KFGO News,goo,pol
Israel's Coronavirus cabinet weighs full lockdown from mid-August - The Jerusalem Post,"Israel's Coronavirus cabinet weighs full lockdown from mid-August The Jerusalem PostThousands protest across Israel ReutersYair Netanyahu: I show my father videos of 'aliens' from protests The Jerusalem PostNetanyahu chose his target for next election campaign: Protesters and the media | Opinion Haaretz.comLikud minister: If Gantz fails to back budget, we’ll form alternative government The Times of IsraelView Full Coverage on Google News",goo,pol
Cabinet to discuss dropping countries from Green List and random testing at airports - TheJournal.ie,Cabinet to discuss dropping countries from Green List and random testing at airports TheJournal.ie,goo,pol
Trump removes board chairman and calls for firing of Tennessee Valley Authority CEO over use of foreign workers,"President Donald Trump removed two Tennessee Valley Authority board members from their positions and called for the board to replace their organization's CEO on Monday, part of a disciplinary action against the federally owned corporation for opting to hire foreign labor.",cnn,pol
Judge temporarily blocks Virginia attempt to remove Robert E. Lee statue in Richmond,A Virginia judge temporarily blocked an attempt to remove a monument honoring Confederate Gen. Robert E. Lee in Richmond on Monday.,cnn,pol
"If Congress can’t pass this coronavirus legislation, is it broken?",What former members say about why Congress has so much trouble acting in a crisis.,wp,pol
Urgency Behind Nevada's New Bill That Expands Mail-In Voting,NPR's Stacey Vanek Smith talks with Michelle Rindels of The Nevada Independent about the Nevada legislature passing a bill to expand mail-in voting during times of emergency.,npr,pol
Michigan Republicans Split Over Mail-In Voting Amid State's Primary,"Michigan's primary is on Tuesday, and the state's Republicans are debating among themselves how much they should embrace mail-in voting as President Trump tries to cast doubt on it.",npr,pol
The White House's New Suicide Prevention Plan For Veterans Addresses Access To Guns,"The White House's new suicide prevention plan for veterans includes restricting access to guns. It's politically charged, but experts say it's the most obvious way to help.",npr,pol
What To Expect From Republican Senate Primary In Kansas,NPR's Stacey Vanek Smith speaks with reporter Bryan Lowry of The Kansas City Star about the Republican primary in Kansas and controversial Senate candidate Kris Kobach.,npr,pol
"Some Battleground States Lean Toward Biden, According To A New NPR Analysis","President Trump is falling further behind in the presidential race, according to a new NPR analysis. Significant swing states are leaning toward Democrat Joe Biden, opening up a clear path to victory.",npr,pol
Trump sets date for US TikTok shutdown unless a deal is made - MSN Money,Trump sets date for US TikTok shutdown unless a deal is made MSN MoneyView Full Coverage on Google News,goo,pol
"Trump fires TVA chair, cites hiring of foreign workers - The Greater New Milford Spectrum","Trump fires TVA chair, cites hiring of foreign workers The Greater New Milford SpectrumView Full Coverage on Google News",goo,pol
